"","estado","iniciado","completo","tempo","termo","idade","sexo","escolaridade","estadocivil","estadocivil.outros","formacao","ocupacao","ocupacao.outra","nomeservico","tempodeservico","religiao","religiao.outra","contatoanterior","lidadiretamente","lida.onde","lida.outros","motivocurso","motivo.outros","materialdidatico","prazoatividades","interacaopares","organizacaocurso","import.ajud.tutor","autoavaliacao","part.outrocurso","ps001","ps002","ps003","ps004","ps005","ps006","ps007","ps008","ps009","ps010","ps011","ps012","ps013","ps014","ps015","ps016","ps017","ps018","ps019","ps020","ps021","ps022","ps023","ps024","ps025","ps026","ps027","ps028","ps029","ps030","ps031","ps032","ps033","ps034","ps035","ps036","ps037","ps038","ps039"
"2873","Finalizadas","16 junho 2014  13:37","16 junho 2014  13:59","22 minutos 7 segundos","Sim","18","Masculino","Pós-graduação","Solteiro (a)",NA,"MATEMÁTICA / LICENCIATURA","Professor (a)",NA,"ESCOLA MUNICIPAL VASCO PINTO DA FONSECA","0","Católica",NA,"Sim","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Importante 

 ","Muito organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","4","4","3","2","2","2","2","1","2","2","4","2","5","4","2","4","2","4","3","2","4","2","4","4","2","2","4","4","2","4","4","2","2","2","3","2","2","4"
"2874","Finalizadas","16 junho 2014  13:39","16 junho 2014  13:46","7 minutos 23 segundos","Sim","17","Feminino","Ensino Superior Completo","Casado (a)",NA,"ADMINISTRAÇÃO DE EMPRESAS","Outros","AUXILIAR TÉCNICO DE EDUCAÇÃO - ATB","ESCOLA ESTADUAL JOÃO DOS SANTOS AMARAL","17","Católica",NA,"Sim","Sim","Família",NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Pouquíssimo flexível","Muito importante","Organizado","Sempre","Não, não considero","Não","2","2","2","1","1","1","1","1","2","2","1","1","4","5","2","1","4","1","5","1","1","1","1","1","1","1","1","5","5","1","4","4","3","4","4","1","2","1","1"
"2875","Finalizadas","16 junho 2014  13:42","16 junho 2014  13:57","14 minutos 49 segundos","Sim","39","Feminino","Pós-graduação","Solteiro (a)",NA,"Licenciatura Plena em História","Professor (a)",NA,NA,"12","Católica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Sim","1","1","4","1","1","1","1","4","1","2","1","1","1","5","1","1","4","2","5","1","1","4","1","3","3","1","1","5","5","2","1","4","2","5","4","1","1","1","1"
"2876","Finalizadas","16 junho 2014  13:43","16 junho 2014  21:02","7 horas 18 minutos","Sim","32","Feminino","Ensino Superior Incompleto","Casado (a)",NA,NA,"Diretor (a)",NA,"escola municipal","2","Católica",NA,"Não","Não",NA,NA,"Identificação profissional com o tema.",NA,"Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","4","2","2","3","2","3","2","4","4","2","2","3","4","3","2","3","2","4","2","2","4","2","2","3","2","2","4","4","3","3","4","4","2","4","2","2","2","2"
"2877","Finalizadas","16 junho 2014  13:44","16 junho 2014  14:05","21 minutos 9 segundos","Sim","44","Feminino","Pós-graduação","Casado (a)",NA,"Pedagogia - Licenciatura","Professor (a)",NA,"Professora de Ensino Religioso","4","Católica",NA,"Sim","Sim","Família","Já trabalhei anteriormente em uma escola dentro do Sistema Prisional, portanto com alunos usuários de drogas","Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","3","4","3","2","3","3","3","3","2","3","2","4","4","4","3","2","3","2","4","4","2","4","2","3","4","2","2","4","4","3","4","4","3","4","4","4","2","2","3"
"2878","Finalizadas","16 junho 2014  13:46","16 junho 2014  14:28","41 minutos 49 segundos","Sim","45","Feminino","Ensino Superior Completo","Casado (a)",NA,"Pedagoga(PEDAGOGIA COM ÊNFASE EM ENSINO RELIGIOSO)","Coordenador (a) Pedagógico","SUPERVISOR(A)","ESCOLA","9","Católica",NA,"Sim","Sim","Família","ESCOLA","Por ser uma oportunidade de formação continuada. 

 ","SABER UM POUCO MAIS SOBRE O TEMA","Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","3","4","1","2","2","2","2","2","2","2","3","2","4","4","2","1","1","3","4","1","1","1","1","1","3","1","1","4","5","3","3","4","3","5","4","2","1","2","2"
"2879","Finalizadas","16 junho 2014  13:50","16 junho 2014  14:14","24 minutos 27 segundos","Sim","31","Feminino","Ensino Superior Incompleto","Casado (a)","casada","superior incompleto - letras ingles","Professor (a)","professora","professora","1","Católica","católica","Não","Sim","Comunidade","comunidade","Por ser uma oportunidade de formação continuada. 

 ","poe ser uma oprtunidade de formação continuada","Adequado 

 ","Flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero","Não","2","2","4","4","2","2","2","3","4","2","2","2","4","4","4","2","4","2","4","4","2","3","2","2","2","4","2","4","2","4","3","4","3","3","3","3","1","2","4"
"2880","Finalizadas","16 junho 2014  13:50","16 junho 2014  14:00","9 minutos 35 segundos","Sim","34","Masculino","Ensino Superior Completo","Solteiro (a)","solteiro","Matematica","Professor (a)","Professor","escola","9","Católica","catolica","Não","Sim","Escola","amigos","Por ser uma oportunidade de formação continuada. 

 ","para aquisiçao de conhecimento na area","Adequado 

 ","Flexível","Muito importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","2","4","2","2","4","3","2","2","3","2","2","4","4","4","2","4","2","4","2","2","4","2","2","2","2","2","4","4","2","2","4","4","4","4","2","4","2","2"
"2881","Finalizadas","16 junho 2014  13:56","16 junho 2014  14:14","17 minutos 30 segundos","Sim","41","Feminino","Ensino Superior Completo","Divorciado (a)",NA,"Ciência biológica","Professor (a)",NA,"Professora","8","Evangélica",NA,"Não","Sim","Escola",NA,"Identificação profissional com o tema.",NA,"Muito adequado","Flexível","Importante 

 ","Muito organizado","Às vezes","Sim, considero","Não","2","2","4","2","4","2","3","2","2","2","2","2","1","5","3","2","3","2","4","3","2","4","2","2","2","2","2","4","3","3","4","4","4","3","4","3","2","2","2"
"2882","Finalizadas","16 junho 2014  13:57","16 junho 2014  14:10","12 minutos 45 segundos","Sim","38","Feminino","Pós-graduação","Solteiro (a)",NA,"Graduação em Pedagogia","Supervisor (a)","Professor no 2º cargo","SEE - MG","10","Católica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Muito flexível","Muito importante","Muito organizado","Às vezes","Sim, considero","Não","2","3","3","3","4","2","3","2","3","2","1","1","5","5","4",NA,"1","1","5","1","1","3","1","1","1","1","1","4","5","2","4","4","4","4","4","2","1",NA,"2"
"2883","Finalizadas","16 junho 2014  14:03","16 junho 2014  14:14","11 minutos 7 segundos","Sim","26","Feminino","Ensino Superior Completo","Casado (a)","----","LICENCIATURA EM GEOGRAFIA","Outros","TÉCNICO ADMINISTRATIVO","AUXILIAR DE BIBLIOTECA","2","Evangélica","-----","Sim","Sim","Comunidade","-------","Por ser uma oportunidade de formação continuada. 

 ","----------","Muito adequado","Flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero","Sim","3","3","3","3","3","3","3","2","1","4","3","4","2","4","4","2","2","3","4","2","2","4","2","3","3","2","2","5","4","4","3","5","3","4","3","4","1","1","5"
"2884","Finalizadas","16 junho 2014  14:11","16 junho 2014  14:28","17 minutos 32 segundos","Sim","30","Feminino","Pós-graduação","Casado (a)","casada","Geografia e Pedagogia","Professor (a)","Professora","Professora de Geografia","9","Católica","Católica","Não","Não","Outros","Em si não lido diretamente mas tenho pessoas que as vezes tenho contato com o alcool.","Para aquisição de conhecimento na área","Nunca é perdido fazer cursos como este que estou adorando.","Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","2","4","3","3","3","2","2","3","3","4","2","3","3","4","2","3","4","4","4","3","3","3","3","2","3","2","3","4","4","3","4","4","4","4","4","3","2","2","3"
"2885","Finalizadas","16 junho 2014  14:13","16 junho 2014  14:19","5 minutos 53 segundos","Sim","44","Masculino","Pós-graduação","Casado (a)",NA,"MATEMÁTICA","Professor (a)",NA,"ESCOLA ESTADUAL JOÃO DOS SANTOS AMARAL","20","Católica",NA,"Sim","Sim","Família",NA,"Identificação pessoal com o tema",NA,"Adequado 

 ","Pouquíssimo flexível","Muito importante","Organizado","Sempre","Não, não considero","Não","1","1","1","1","1","1","1","1","3","2","1","1","4","5","3","1","4","1","5","1","1","2","1","1","1","1","1","5","5","2","4","4","4","5","4","1","2","1","1"
"2886","Finalizadas","16 junho 2014  14:13","16 junho 2014  14:34","20 minutos 40 segundos","Sim","43","Masculino","Pós-graduação","Casado (a)",NA,"Graduação em Normal Superior e Pedagogia. Pós graduação em Educação Empreendedora","Professor (a)",NA,NA,"15","Evangélica",NA,"Sim","Sim","Família",NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","3","4","3","2","3","3","2","2","4","4","2","1","2","4","1","1","3","3","5","2","2","2","2","1","2","1","1","5","5","2","3","5","3","2","3","2","1","2","2"
"2887","Finalizadas","16 junho 2014  14:13","16 junho 2014  14:34","20 minutos 33 segundos","Sim","37","Feminino","Ensino Superior Completo","Casado (a)","não","Pedagogia","Professor (a)","Não","Não","9","Evangélica","Não","Sim","Sim","Escola","Família","Identificação profissional com o tema.","conhecimento na área","Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","3","5","3","3","3","3","3","3","3","3","2","3","3","5","3","1","4","3","3","1","1","3","1","3","3","2","2","4","4","3","3","5","3","4","3","3","2","2","3"
"2888","Finalizadas","16 junho 2014  14:14","16 junho 2014  14:21","7 minutos 41 segundos","Não","39","Feminino","Ensino Médio Completo","Casado (a)","casada","pedagogia","Professor (a)","Professora","PMI","6","Outras","Testemunha de Jeová","Não","Não","Outros","ñão","Para aquisição de conhecimento na área","Conhecimento","Adequado 

 ","Flexível","Muito importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","2","4","4","3","4","3","3","2","2","4","2","2","4","4","4","2","4","2","2","4","2","3","2","2","4","2","2","4","4","3","4","4","3","2","3","3","4","2","3"
"2889","Finalizadas","16 junho 2014  14:15","16 junho 2014  14:30","15 minutos 35 segundos","Sim","32","Feminino","Ensino Superior Completo","Viúvo (a)",NA,"Licenciatura em Ciências Biológicas","Professor (a)",NA,"Professora de Biologia","4","Umbanda",NA,"Não","Não",NA,NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Muito flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","3","3","4","2","3","3","3","2","2","3","2","2","2","4","2","1","3","2","4","3","4","2","2","2","2","3","3","4","4","2","4","3","3","4","3","3","1","1","2"
"2890","Finalizadas","16 junho 2014  14:15","16 junho 2014  14:26","11 minutos 6 segundos","Sim","50","Feminino","Pós-graduação","Divorciado (a)",NA,"ESTUDOS SOCIAIS - DESIGN INSTRUCIONAL - PRÁTICAS DE LETRAMENTO E ALFABETIZAÇÃO","Professor (a)",NA,NA,"12","Espírita",NA,"Sim","Sim","Escola",NA,"Identificação profissional com o tema.",NA,"Adequado 

 ","Flexível","Muito importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","2","3","2","2","2","2","2","1","2","2","1","2","4","2","2","4","2","5","2","2","3","2","2","3","2","2","4","3","3","4","4","4","4","3","2","1","2","2"
"2891","Finalizadas","16 junho 2014  14:16","16 junho 2014  14:27","10 minutos 56 segundos","Sim","23","Feminino","Pós-graduação","Solteiro (a)",NA,"Pós -graduada em Psicopedagogia Clínica e Institucional","Professor (a)",NA,"PEB I","6 anos","Católica",NA,"Sim","Sim","Família",NA,"Identificação profissional com o tema.",NA,"Adequado 

 ","Flexível","Muito importante","Organizado","Às vezes","Sim, considero","Sim","4","2","2","2","3","2","3","4","4","4","4","4","2","4","4","3","5","4","4","3","2","5","4","1","3","2","2","4","4","3","4","5","1","2","3","4","1","2","4"
"2892","Finalizadas","16 junho 2014  14:17","16 junho 2014  14:33","15 minutos 23 segundos","Sim","43","Feminino","Ensino Superior Completo","União Estável",NA,"PEDAGOGIA","Professor (a)",NA,"ESCOLA","7","Evangélica",NA,"Sim","Sim","Família",NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Muito adequado","Flexível","Importante 

 ","Organizado","Sempre","Não, não considero","Sim","4","4","4","4","4","4","4","3","2","2","2","4","2","4","4","4","4","4","5","4","1","4","3","5","4","4","4","2","4","4","4","4","2","4","3","4",NA,"1","4"
"2893","Finalizadas","16 junho 2014  14:26","16 junho 2014  14:42","16 minutos 1 segundo","Sim","42","Feminino","Pós-graduação","Solteiro (a)",NA,"História","Professor (a)",NA,NA,"10","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","1","5","1","1","1","1","1","1","2","3","1","1","1","5","1","1","1","1","4","1","1","2","1","1","3","1","1","4","5","2","4","5","5","5","5","1","1","1","1"
"2894","Finalizadas","16 junho 2014  14:26","16 junho 2014  14:41","14 minutos 28 segundos","Sim","40","Masculino","Ensino Superior Completo","Casado (a)","casado","Licenciatura em Física","Professor (a)","professor","Escola pública","6","Católica","católica","Não","Sim","Família","parentes","Para aquisição de conhecimento na área","adquirir conhecimento","Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","3","3","2","3","4","4","4","3","3","4","2","2","4","4","3","2","4","2","4","3","2","3","2","2","4","2","3","5","4","3","4","5","3","4","4","2","2","1","1"
"2895","Em progresso","16 junho 2014  14:34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896","Em progresso","16 junho 2014  14:35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897","Em progresso","16 junho 2014  14:41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898","Finalizadas","16 junho 2014  14:42","16 junho 2014  15:02","19 minutos 55 segundos","Sim","54","Feminino","Pós-graduação","Solteiro (a)","solteira","Pós-graduaçaõ","Professor (a)","Professora Municipal","Regente do Ensino Fundamental","29","Espírita","Sou católica e simpatizante do Espiritismo","Sim","Não","Escola","Na comunidade em que trabalho.","Identificação pessoal com o tema","O PRERD despertou o meu interesse. E por trabalhar em uma comunidade conflituosa.","Adequado 

 ","Flexível","Muito importante","Muito organizado","Sempre","Não, não considero","Não","2","4","5","2","4","2","2","3","2","5","2","2","1","5","3","2","4","2","5","1","2","3","2","2","2","2","2","3","4","2","4","5","4","4","5","1","1","1","2"
"2899","Finalizadas","16 junho 2014  14:44","16 junho 2014  14:59","15 minutos 28 segundos","Sim","46","Feminino","Pós-graduação","Casado (a)",NA,"Psicologia","Professor (a)",NA,"Educação Infantil","5","Evangélica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Pouco adequado 

 ","Flexível","Importante 

 ","Desorganizado","Sempre","Não, não considero","Sim","3","2","4","2","2","2","2","2","2","2","3","4","3","4","2","3","2","4","4","4","4","2","3","4","2","3","2","4","4","3","4","3","3","4","3","2","4","2","4"
"2900","Finalizadas","16 junho 2014  14:45","16 junho 2014  15:13","28 minutos 12 segundos","Sim","35","Feminino","Ensino Superior Completo","Casado (a)","nenhum","matemática licenciatura plena","Professor (a)","nenhum","professor de educação básica","3","Católica","nenhum","Não","Sim","Escola","nenhum","Identificação profissional com o tema.","nenhum","Adequado 

 ","Flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero","Sim","2","1","1","2","1","2","2","1","1","2","2","3","4","5","2","1","4","2","3","2","1","1","1","2","2","2","1","4","5","3","3","5","5","2","5","3","2","1","2"
"2901","Finalizadas","16 junho 2014  14:47","16 junho 2014  14:53","6 minutos 17 segundos","Sim","46","Feminino","Pós-graduação","Casado (a)",NA,"NORMAL SUPERIOR","Professor (a)",NA,"ESCOLA ESTADUAL JOÃO DOS SANTOS AMARAL","21","Católica",NA,"Sim","Sim","Comunidade",NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Pouquíssimo flexível","Muito importante","Organizado","Sempre","Não, não considero","Sim","1","1","1","1","1","1","1","1","3","1","1","1","5","5","2","1","4","1","5","1","1","2","1","1","1","1","1","5","5","1","4","3","4","5","4","1","3","2","1"
"2902","Finalizadas","16 junho 2014  14:49","16 junho 2014  15:10","21 minutos 26 segundos","Sim","41","Masculino","Ensino Superior Completo","Outros","Moro com uma pessoa","Nível superior completo","Outros","Vice-diretora no turno vespertino e professora no matutino e noturno","E.E.Dr.Joaquim Gomes da Silveira Neto","21","Evangélica","nao","Sim","Sim","Escola","nao","Por ser uma oportunidade de formação continuada. 

 ","não","Muito adequado","Flexível","Muito importante","Muito organizado","Raramente 

 ","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","1","4","4","3","5","1","4","3","1","1","2","3","1","5","2","2","2","1","2","3","2","4","2","1","4","3","1","5","4","4","3","4","2","1","3","4","3","1","3"
"2903","Finalizadas","16 junho 2014  14:49","16 junho 2014  15:06","16 minutos 48 segundos","Sim","39","Feminino","Pós-graduação","Casado (a)","Não","Pedagogia","Professor (a)","Sim","Professora","3","Católica","Não","Não","Não","Outros","Não","Para aquisição de conhecimento na área","Conhecimentos","Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","2","4","2","2","2","2","2","2","2","1","3","3","5","3","2","4","4","4","4","2","2","3","3","3","3","3","4","4","4","3","4","3","4","3","4","2","2","3"
"2904","Finalizadas","16 junho 2014  14:52","16 junho 2014  15:04","11 minutos 46 segundos","Sim","49","Masculino","Ensino Superior Completo","Casado (a)","casado","superior completo","Professor (a)","professor","professor","4","Católica","católica","Sim","Sim","Família","Família","Para aquisição de conhecimento na área","para aquisição de conhecimeto na área","Adequado 

 ","Flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","2","4","4","2","2","2","2","4","2","2","3","4","4","4","2","4","2","4","4","3","2","2","2","2","4","2","4","3","4","4","4","3","3","3","2","1","2","3"
"2905","Finalizadas","16 junho 2014  14:53","16 junho 2014  15:05","12 minutos 24 segundos","Sim","47","Feminino","Pós-graduação","Divorciado (a)","Não tenho outro estado civil","Pedagogia","Professor (a)","Não tenho outra ocupação","Apae","20","Católica","Não tenho outra religião","Sim","Sim","Família","Não tenho outros","Por ser uma oportunidade de formação continuada. 

 ","Adquirir conhecimento na área","Adequado 

 ","Muito flexível","Muito importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","2","2","2","2","2","2","2","2","2","2","2","1","4","2","2","2","1","4","2","2","3","2","2","2","2","1","4","4","1","3","4","3","4","4","2","1","1","2"
"2906","Finalizadas","16 junho 2014  14:53","16 junho 2014  15:06","12 minutos 46 segundos","Sim","40","Feminino","Pós-graduação","Solteiro (a)",NA,"Letras - Português/Espanhol","Professor (a)",NA,NA,"8","Católica",NA,"Não","Sim","Família",NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","4","5","3","1","4","1","2","3","2","3","2","3","1","4","2","3","3","2","4","3","3","2","2","2","3","2","3","4","4","1","2","3","3","1","4","2","2","1","1"
"2907","Finalizadas","16 junho 2014  14:54","16 junho 2014  15:01","7 minutos 23 segundos","Sim","33","Masculino","Pós-graduação","Solteiro (a)",NA,"Biologia","Professor (a)",NA,"escola estadual Vital brasil","9","Católica",NA,"Sim","Sim","Família",NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Muito importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","2","4","4","2","2","2","2","2","1","4","4","2","2","4","4","1","4","2","4","4","1","4","1","1","1","1","2","4","5","1","4","3","4","4","3","2","3","1","2"
"2908","Finalizadas","16 junho 2014  14:58","16 junho 2014  15:10","12 minutos 50 segundos","Não","30","Feminino","Pós-graduação","Casado (a)","não","Licenciatura Plena em Ciências Biológica e pós graduada em Educação Ambiental","Professor (a)","não","Professor de educação básica","7","Católica","não","Não","Sim","Família","não","Por ser uma oportunidade de formação continuada. 

 ","não","Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Não","2","3","3","2","2","1","2","3","2","2","3","2","4","4","3","2","4","2","4","3","1","3","1","2","3","2","2","5","4","2","4","4","4","4","4","2","2","1","2"
"2909","Finalizadas","16 junho 2014  15:01","16 junho 2014  15:04","2 minutos 58 segundos","Sim","24","Masculino","Pós-graduação","Solteiro (a)",NA,"Geografia - Licenciatura","Professor (a)",NA,NA,"2","Católica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2910","Finalizadas","16 junho 2014  15:02","16 junho 2014  15:18","16 minutos 19 segundos","Sim","44 anos","Feminino","Ensino Superior Completo","Divorciado (a)",NA,"História","Professor (a)",NA,"Peb 1A","8 anos","Evangélica",NA,"Não","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","2","4","3","2","2","2","2","2","2","4","2","2","1","4","3","2","4","2","4","4","1","3","2","2","2","2","1","4","4","3","4","4","4","4","4","3","1","2","5"
"2911","Finalizadas","16 junho 2014  15:03","16 junho 2014  15:26","23 minutos 9 segundos","Sim","38","Masculino","Pós-graduação","Casado (a)",NA,"Licenciatura Plena em Matematica e Física","Professor (a)",NA,"E.EProfessora Maria  Muzzi Guastaferro","18","Católica",NA,"Não","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Às vezes","Sim, considero","Não","2","2","2","5","4","4","2","2","2","5","2","2","4","4","4","2","4","2","4","2","2","2","2","2","2","2","2","4","4","4","2","4","4","4","4","2","2","2","2"
"2912","Finalizadas","16 junho 2014  15:04","16 junho 2014  15:16","12 minutos 34 segundos","Sim","37","Feminino","Ensino Superior Completo","Outros","amaziada há 10 anos","Pedagogia","Professor (a)","professora eventual, sou mae, esposa, filha entre outras.","Professora de Educação Basica","03","Católica","Deus é unico e onipotente.","Sim","Sim","Outros","Familia, Amigos, Comunidade, escola.","Outros","para conhecer mais sobre o tema.","Muito adequado","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","1","1","2","1","2","2","2","1","2","2","2","2","1","4","2","2","1","2","4","1","1","2","1","1","1","1","1","5","5","1","4","5","3","3","5","1","1","1","2"
"2913","Finalizadas","16 junho 2014  15:04","16 junho 2014  15:15","11 minutos 40 segundos","Sim","50","Feminino","Pós-graduação","Casado (a)","Bem casada","Pedagogia","Diretor (a)","dona de casa, mãe....","diretor de escola","22","Católica","crente em Deus","Sim","Sim","Família","amigos, comunidade","Identificação pessoal com o tema","para conhecer mais do assunto e ajudar as pessoas.","Muito adequado","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Sim","2","4","2","2","1","1","2","2","4","4","2","1","4","5","1","1","4","2","2","1","1","1","1","1","2","1","1","5","1","1","4","5","5","5","5","1","1","1","1"
"2914","Finalizadas","16 junho 2014  15:05","16 junho 2014  15:17","12 minutos 3 segundos","Sim","32","Feminino","Pós-graduação","Casado (a)",NA,"Ciências Sociais","Professor (a)",NA,NA,"8","Evangélica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Muito flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Não","2","2","4","2","2","2","2",NA,"2","4","2","2","2","4","2","1","2","2","4","4","2","3","1","2","4","2","1","4","4","2","3","5","4","4","3","2","1","1","2"
"2915","Finalizadas","16 junho 2014  15:05","16 junho 2014  15:28","22 minutos 27 segundos","Sim","33","Feminino","Ensino Superior Completo","Casado (a)",NA,"Graduada em Licenciatura ( Historia)","Professor (a)","educadora","Professor de Educação Basica","2","Evangélica",NA,"Não","Sim","Família","amigos, comunidade escolar, vizinhos","Para aquisição de conhecimento na área","para obter ajuda em como agir e ajudar pessoas envolvidas","Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","3","4","4","2","2","3","3","2","2","3","2","3","2","4","3","2","4","2","4","3","2","3","2","2","3","2","2","4","4","3","4","4","4","4","4","2","2","2","2"
